"","turquoise_gene"
"5105","OR9A2"
"5106","ING1"
"5107","ITSN2"
"5108","SHOX2"
"5109","XPNPEP3"
"5110","HES1"
"5111","PPM1M"
"5112","TNRC6A"
"5113","NDOR1"
"5114","AC008481.3"
"5115","ZHX3"
"5116","AC091167.2"
"5117","HNRNPA3"
"5118","FAR1"
"5119","UNC45B"
"5120","PDCL"
"5121","OR11H2"
"5122","MAP2"
"5123","AL672142.1"
"5124","LIPM"
"5125","SRRM5"
"5126","SPINT2"
"5127","ATXN7L1"
"5128","ZNF862"
"5129","CEP170"
"5130","AC137932.2"
"5131","TNIK"
"5132","DDB2"
"5133","RAPGEF3"
"5134","TBC1D20"
"5135","SNRPB2"
"5136","ANAPC2"
"5137","CENPN"
"5138","AC092718.2"
"5139","ABCE1"
"5140","BHLHE23"
"5141","MOCS2"
"5142","ANKEF1"
"5143","RNFT2"
"5144","GGT3P"
"5145","GAS2L1"
"5146","CEPT1"
"5147","MON1B"
"5148","GAB1"
"5149","EFCAB6"
"5150","EFCAB6-AS1"
"5151","SMIM13"
"5152","FBXW9"
"5153","CDCA8"
"5154","SCCPDH"
"5155","CCNF"
"5156","PTPMT1"
"5157","ZNF544"
"5158","AC020915.2"
"5159","SIGLEC10"
"5160","FRYL"
"5161","CHST10"
"5162","OSBPL10"
"5163","LRGUK"
"5164","DCTN2"
"5165","AL118508.1"
"5166","ALDOC"
"5167","CTR9"
"5168","BNIP2"
"5169","RSU1"
"5170","CTBP1-AS"
"5171","MAP2K2"
"5172","LINC02610"
"5173","PLAU"
"5174","C10orf55"
"5175","SLC2A9"
"5176","NFX1"
"5177","C19orf47"
"5178","TDRD7"
"5179","AC131953.1"
"5180","APBB2"
"5181","ZNF81"
"5182","SARDH"
"5183","BCL7A"
"5184","TRAK1"
"5185","AC015853.3"
"5186","VPS53"
"5187","RILPL2"
"5188","GNB1"
"5189","ZNF764"
"5190","C17orf100"
"5191","DDX27"
"5192","FP700111.1"
"5193","SRGAP2B"
"5194","TBC1D31"
"5195","UPK1A"
"5196","ADAMTSL4"
"5197","EI24"
"5198","ANKRD2"
"5199","CHEK1"
"5200","SRRD"
"5201","SYNM"
"5202","ACOT7"
"5203","TATDN3"
"5204","AC004922.1"
"5205","ACTL7A"
"5206","ANKRD49"
"5207","FAM25C"
"5208","FAM25G"
"5209","RASA3"
"5210","DOK7"
"5211","PCDHGB6"
"5212","FAM102A"
"5213","LRCOL1"
"5214","C5orf15"
"5215","LENG9"
"5216","TRMT61A"
"5217","AREL1"
"5218","UBXN11"
"5219","RAP1GDS1"
"5220","HLA-B"
"5221","VTI1B"
"5222","WBP4"
"5223","EPAS1"
"5224","ARAP2"
"5225","TMED7-TICAM2"
"5226","GALE"
"5227","ANP32B"
"5228","TMEM223"
"5229","ADAMTSL1"
"5230","ATP6V0B"
"5231","APLP1"
"5232","ADGRA3"
"5233","PABPC3"
"5234","OXA1L"
"5235","ANKRD13A"
"5236","AC073896.4"
"5237","SMARCC2"
"5238","ZNF692"
"5239","LINC00671"
"5240","CNTNAP1"
"5241","AC100793.3"
"5242","SPOPL"
"5243","ZNF611"
"5244","CPTP"
"5245","SBNO1"
"5246","CPB1"
"5247","NNT"
"5248","MSL2"
"5249","BCL9L"
"5250","FLT3LG"
"5251","AC010619.2"
"5252","RBMX"
"5253","STARD9"
"5254","BIK"
"5255","TCTN1"
"5256","HVCN1"
"5257","CUL5"
"5258","AMY2B"
"5259","AL121899.1"
"5260","ZBTB7B"
"5261","ITK"
"5262","RBM25"
"5263","TRAF3IP3"
"5264","ATP5MD"
"5265","BTBD2"
"5266","AGBL4"
"5267","CKAP2L"
"5268","SCAND2P"
"5269","AL132857.1"
"5270","GALT"
"5271","AL162231.3"
"5272","PI4KB"
"5273","IFITM2"
"5274","AC104472.3"
"5275","PPCDC"
"5276","JMJD7"
"5277","RIT1"
"5278","SGPP2"
"5279","EIF2S1"
"5280","MYL12B"
"5281","NAGS"
"5282","HNMT"
"5283","NAV1"
"5284","ZNF131"
"5285","CDC42"
"5286","MLX"
"5287","STOX2"
"5288","URGCP"
"5289","ABHD17B"
"5290","KIAA0100"
"5291","AP000350.4"
"5292","PRKCI"
"5293","C12orf43"
"5294","KRTAP10-4"
"5295","BPIFB3"
"5296","UBA7"
"5297","LY6G6E"
"5298","ARNTL"
"5299","NRG2"
"5300","AC008667.2"
"5301","XCL2"
"5302","PCNX3"
"5303","DTNBP1"
"5304","LMNB2"
"5305","OR2W5"
"5306","COA3"
"5307","FLT4"
"5308","TENT2"
"5309","NUGGC"
"5310","ZNF768"
"5311","MRTO4"
"5312","N4BP1"
"5313","TSNAX"
"5314","PGRMC1"
"5315","LRFN1"
"5316","RRAS"
"5317","PPT1"
"5318","CEP170B"
"5319","PMFBP1"
"5320","FBXO38"
"5321","BDH2"
"5322","POLR3G"
"5323","OSTM1"
"5324","UBXN4"
"5325","NQO1"
"5326","FBXO3"
"5327","MOBP"
"5328","CLDN23"
"5329","LRRC58"
"5330","ICMT"
"5331","RBM18"
"5332","CCDC134"
"5333","HLA-E"
"5334","MRPL32"
"5335","MAB21L2"
"5336","PLLP"
"5337","NFE2L2"
"5338","LGALS7B"
"5339","ANKRD36C"
"5340","RNPC3"
"5341","OBP2B"
"5342","AC008770.3"
"5343","ZNF700"
"5344","SHLD1"
"5345","KDM4C"
"5346","ADPRH"
"5347","AC025188.1"
"5348","HIST1H3H"
"5349","GIPC2"
"5350","ARID1A"
"5351","OTUD6B"
"5352","ST14"
"5353","ITPKC"
"5354","GATA1"
"5355","KATNB1"
"5356","CRBN"
"5357","SULT4A1"
"5358","RHOT2"
"5359","NT5M"
"5360","MBNL3"
"5361","RAP2C-AS1"
"5362","CXorf56"
"5363","NDUFA6"
"5364","GPR17"
"5365","PRKCB"
"5366","APBB1"
"5367","LACTB"
"5368","RPS6KA1"
"5369","SYNJ2BP"
"5370","OVOL1"
"5371","SAFB2"
"5372","FXYD6-FXYD2"
"5373","AL049779.1"
"5374","RFC3"
"5375","SEL1L3"
"5376","KCTD3"
"5377","ANAPC5"
"5378","ZNF605"
"5379","CDKN2D"
"5380","KSR2"
"5381","CHML"
"5382","AC137834.1"
"5383","AC093249.6"
"5384","ABCC8"
"5385","C1S"
"5386","CYSTM1"
"5387","BCL2L1"
"5388","MCM3AP"
"5389","MCM3AP-AS1"
"5390","KRTAP10-9"
"5391","FBXO4"
"5392","SLC11A2"
"5393","CPNE6"
"5394","KLHL29"
"5395","SAA4"
"5396","POLR2D"
"5397","DNAJB14"
"5398","SESN2"
"5399","FUT6"
"5400","ADGRF4"
"5401","TGS1"
"5402","SMAD5"
"5403","DEPDC5"
"5404","SRPRB"
"5405","ESYT1"
"5406","GSS"
"5407","ZMAT3"
"5408","SLF1"
"5409","ARSA"
"5410","AHSA1"
"5411","CDC5L"
"5412","ABCC5"
"5413","EPB41L5"
"5414","AOC2"
"5415","LAMTOR4"
"5416","USP20"
"5417","SPATA21"
"5418","TSHZ3"
"5419","LRRC37B"
"5420","ARPC1B"
"5421","SLC35D3"
"5422","RERE"
"5423","RXRB"
"5424","TCF20"
"5425","MTA1"
"5426","AL928654.2"
"5427","MRPL51"
"5428","MYBBP1A"
"5429","NOMO3"
"5430","SIL1"
"5431","MAP1LC3B"
"5432","ZNF296"
"5433","MAN2B1"
"5434","GMEB1"
"5435","AFAP1"
"5436","AFAP1-AS1"
"5437","POLR2A"
"5438","TXNDC5"
"5439","SLC22A23"
"5440","ZFAND5"
"5441","LINC01504"
"5442","JTB"
"5443","NDUFS7"
"5444","KIF22"
"5445","AL109827.1"
"5446","RFXAP"
"5447","ZNF321P"
"5448","KIF18B"
"5449","RBM22"
"5450","TRUB2"
